"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6276","User registration test","chromium","2026-08-13","passed","2026-08-13","","AccountRegistration.spec.ts","",""
